Rank,Release Group,Worldwide,Domestic,%,Foreign,%.1,filename,year
62,Walking with Dinosaurs 3D,"$126,546,518","$36,076,121",28.5%,"$90,470,397",71.5%,2012.csv,2012
63,The Pirates! Band of Misfits,"$123,054,041","$31,051,126",25.2%,"$92,002,915",74.8%,2012.csv,2012
64,Parental Guidance,"$119,772,232","$77,267,296",64.5%,"$42,504,936",35.5%,2012.csv,2012
65,Abraham Lincoln: Vampire Hunter,"$116,471,580","$37,519,139",32.2%,"$78,952,441",67.8%,2012.csv,2012
66,Pitch Perfect,"$115,350,426","$65,001,093",56.4%,"$50,349,333",43.6%,2012.csv,2012
67,Hope Springs,"$114,281,051","$63,536,011",55.6%,"$50,745,040",44.4%,2012.csv,2012
68,ParaNorman,"$107,139,399","$56,003,051",52.3%,"$51,136,348",47.7%,2012.csv,2012
69,The Campaign,"$104,907,746","$86,907,746",82.8%,"$18,000,000",17.2%,2012.csv,2012
70,Star Wars: Episode I - The Phantom Menace 2012 3D Release,"$102,739,593","$43,456,382",42.3%,"$59,283,211",57.7%,2012.csv,2012
71,Project X,"$102,731,865","$54,731,865",53.3%,"$48,000,000",46.7%,2012.csv,2012
72,The Devil Inside,"$101,758,490","$53,261,944",52.3%,"$48,496,546",47.7%,2012.csv,2012
73,The Lucky One,"$99,357,138","$60,457,138",60.8%,"$38,900,000",39.2%,2012.csv,2012
74,Contraband,"$96,262,212","$66,528,000",69.1%,"$29,734,212",30.9%,2012.csv,2012
75,Think Like a Man,"$96,070,507","$91,547,205",95.3%,"$4,523,302",4.7%,2012.csv,2012
76,Masquerade,"$94,268,432","$922,921",1%,"$93,345,511",99%,2012.csv,2012
77,Brave Hearts: Umizaru,"$91,884,352",-,-,"$91,884,352",100%,2012.csv,2012
78,This Is 40,"$88,215,156","$67,544,505",76.6%,"$20,670,651",23.4%,2012.csv,2012
79,The Thieves,"$87,126,367","$685,839",0.8%,"$86,440,528",99.2%,2012.csv,2012
80,The Possession,"$85,446,075","$49,130,154",57.5%,"$36,315,921",42.5%,2012.csv,2012
81,What to Expect When You're Expecting,"$84,384,002","$41,152,203",48.8%,"$43,231,799",51.2%,2012.csv,2012
82,Savages,"$82,966,152","$47,382,068",57.1%,"$35,584,084",42.9%,2012.csv,2012
83,Sinister,"$82,515,113","$48,086,903",58.3%,"$34,428,210",41.7%,2012.csv,2012
84,Act of Valor,"$82,497,035","$70,012,847",84.9%,"$12,484,188",15.1%,2012.csv,2012
85,Frankenweenie,"$81,491,068","$35,291,068",43.3%,"$46,200,000",56.7%,2012.csv,2012
86,The Grey,"$79,781,695","$51,580,236",64.7%,"$28,201,459",35.3%,2012.csv,2012
87,Diary of a Wimpy Kid: Dog Days,"$77,229,695","$49,008,662",63.5%,"$28,221,033",36.5%,2012.csv,2012
88,Thermae Romae,"$74,285,251",-,-,"$74,285,251",100%,2012.csv,2012
89,One Piece Film Z,"$74,223,861",-,-,"$74,223,861",100%,2012.csv,2012
90,To Rome with Love,"$73,244,881","$16,685,867",22.8%,"$56,559,014",77.2%,2012.csv,2012
91,Here Comes the Boom,"$73,100,172","$45,290,318",62%,"$27,809,854",38%,2012.csv,2012
92,Bayside Shakedown the Final,"$72,867,395",-,-,"$72,867,395",100%,2012.csv,2012
93,The Cabin in the Woods,"$69,935,600","$42,073,277",60.2%,"$27,862,323",39.8%,2012.csv,2012
94,Finding Nemo 2012 3D Release,"$69,328,283","$41,128,283",59.3%,"$28,200,000",40.7%,2012.csv,2012
95,Anna Karenina,"$68,929,150","$12,816,367",18.6%,"$56,112,783",81.4%,2012.csv,2012
96,The Watch,"$68,267,862","$35,353,000",51.8%,"$32,914,862",48.2%,2012.csv,2012
97,Moonrise Kingdom,"$68,263,166","$45,512,466",66.7%,"$22,750,700",33.3%,2012.csv,2012
98,The Secret of the Gods,"$67,537,798",-,-,"$67,537,798",100%,2012.csv,2012
99,Madea's Witness Protection,"$66,899,242","$65,653,242",98.1%,"$1,246,000",1.9%,2012.csv,2012
100,Beauty and the Beast 2012 3D Release,"$62,767,829","$47,617,067",75.9%,"$15,150,762",24.1%,2012.csv,2012
101,Astérix and Obélix: God Save Britannia,"$61,319,383",-,-,"$61,319,383",100%,2012.csv,2012
102,Evangelion: 3.0 You Can (Not) Redo,"$60,488,344","$174,945",0.3%,"$60,313,399",99.7%,2012.csv,2012
103,Quartet,"$59,520,298","$18,390,117",30.9%,"$41,130,181",69.1%,2012.csv,2012
104,Rock of Ages,"$59,418,613","$38,518,613",64.8%,"$20,900,000",35.2%,2012.csv,2012
105,That's My Boy,"$57,719,093","$36,931,089",64%,"$20,788,004",36%,2012.csv,2012
106,The Odd Life of Timothy Green,"$56,012,642","$51,854,875",92.6%,"$4,157,767",7.4%,2012.csv,2012
107,Lawless,"$55,404,159","$37,400,127",67.5%,"$18,004,032",32.5%,2012.csv,2012
108,End of Watch,"$55,078,146","$41,003,371",74.4%,"$14,074,775",25.6%,2012.csv,2012
109,Wolf Children,"$55,045,228",-,-,"$55,045,228",100%,2012.csv,2012
110,The Three Stooges,"$54,819,301","$44,338,224",80.9%,"$10,481,077",19.1%,2012.csv,2012
111,The Five-Year Engagement,"$54,169,363","$28,835,528",53.2%,"$25,333,835",46.8%,2012.csv,2012
112,Red Dawn,"$50,950,296","$44,806,783",87.9%,"$6,143,513",12.1%,2012.csv,2012
113,Red Tails,"$50,365,498","$49,876,377",99%,"$489,121",1%,2012.csv,2012
114,"Monsters, Inc. 2012 3D Release","$50,207,820","$34,043,006",67.8%,"$16,164,814",32.2%,2012.csv,2012
115,HOUBA! On the Trail of the Marsupilami,"$50,146,474",-,-,"$50,146,474",100%,2012.csv,2012
116,Tad: The Lost Explorer,"$49,490,859",-,-,"$49,490,859",100%,2012.csv,2012
117,A Turtle's Tale 2: Sammy's Escape from Paradise,"$49,261,830",-,-,"$49,261,830",100%,2012.csv,2012
118,Trouble with the Curve,"$48,963,137","$35,763,137",73%,"$13,200,000",27%,2012.csv,2012
119,Man on a Ledge,"$47,636,031","$18,620,000",39.1%,"$29,016,031",60.9%,2012.csv,2012
120,A Werewolf Boy,"$46,282,588","$342,922",0.7%,"$45,939,666",99.3%,2012.csv,2012
121,Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,"$46,180,706",-,-,"$46,180,706",100%,2012.csv,2012
122,Gekijouban Tenpesuto 3D 2012 Re-release,"$46,008,255",-,-,"$46,008,255",100%,2012.csv,2012
123,Detective Conan: The Eleventh Striker,"$44,369,456",-,-,"$44,369,456",100%,2012.csv,2012
124,House at the End of the Street,"$44,287,131","$31,611,916",71.4%,"$12,675,215",28.6%,2012.csv,2012
125,The Guilt Trip,"$41,863,726","$37,134,215",88.7%,"$4,729,511",11.3%,2012.csv,2012
126,Safe,"$41,564,670","$17,142,080",41.2%,"$24,422,590",58.8%,2012.csv,2012
127,Dredd,"$41,037,742","$13,414,714",32.7%,"$27,623,028",67.3%,2012.csv,2012
128,La vérité si je mens! 3,"$40,928,635",-,-,"$40,928,635",100%,2012.csv,2012
129,Always: Sunset on Third Street '64,"$40,923,305",-,-,"$40,923,305",100%,2012.csv,2012
130,Chernobyl Diaries,"$38,390,020","$18,119,640",47.2%,"$20,270,380",52.8%,2012.csv,2012
131,Killing Them Softly,"$37,930,465","$15,026,056",39.6%,"$22,904,409",60.4%,2012.csv,2012
132,Rurouni Kenshin Part I: Origins,"$37,654,579",-,-,"$37,654,579",100%,2012.csv,2012
133,The Tower,"$36,512,327",-,-,"$36,512,327",100%,2012.csv,2012
134,Conquest 1453,"$35,797,045","$35,730",<0.1%,"$35,761,315",99.9%,2012.csv,2012
135,Good Deeds,"$35,579,177","$35,025,791",98.4%,"$553,386",1.6%,2012.csv,2012
136,Arbitrage,"$35,485,056","$7,919,574",22.3%,"$27,565,482",77.7%,2012.csv,2012
137,Welcome to the North,"$34,995,189",-,-,"$34,995,189",100%,2012.csv,2012
138,Chimpanzee,"$34,823,764","$28,972,764",83.2%,"$5,851,000",16.8%,2012.csv,2012
139,Alex Cross,"$34,618,867","$25,888,412",74.8%,"$8,730,455",25.2%,2012.csv,2012
140,Salmon Fishing in the Yemen,"$34,564,651","$9,047,981",26.2%,"$25,516,670",73.8%,2012.csv,2012
141,Haywire,"$34,513,760","$18,942,396",54.9%,"$15,571,364",45.1%,2012.csv,2012
142,Adventures in Zambezia,"$34,428,345",-,-,"$34,428,345",100%,2012.csv,2012
143,Cirque du Soleil: Worlds Away,"$34,153,101","$12,512,862",36.6%,"$21,640,239",63.4%,2012.csv,2012
144,Three Heroes on Distant Shores,"$33,674,759",-,-,"$33,674,759",100%,2012.csv,2012
145,2016: Obama's America,"$33,449,086","$33,449,086",100%,-,-,2012.csv,2012
146,The Perks of Being a Wallflower,"$33,384,127","$17,742,948",53.1%,"$15,641,179",46.9%,2012.csv,2012
147,Lockout,"$32,948,113","$14,326,864",43.5%,"$18,621,249",56.5%,2012.csv,2012
148,Bait,"$32,813,407",-,-,"$32,813,407",100%,2012.csv,2012
149,Part of Me,"$32,726,956","$25,326,071",77.4%,"$7,400,885",22.6%,2012.csv,2012
150,Nameless Gangster: Rules of the Time,"$32,472,645",-,-,"$32,472,645",100%,2012.csv,2012
151,Movie 43,"$32,438,988","$8,840,453",27.3%,"$23,598,535",72.7%,2012.csv,2012
152,Seven Psychopaths,"$32,226,382","$15,024,049",46.6%,"$17,202,333",53.4%,2012.csv,2012
153,The Floating Castle,"$31,967,471",-,-,"$31,967,471",100%,2012.csv,2012
154,The Neighbors,"$31,949,315",-,-,"$31,949,315",100%,2012.csv,2012
155,The Dream Team,"$31,822,402",-,-,"$31,822,402",100%,2012.csv,2012
156,What's in a Name?,"$31,303,580","$8,111",<0.1%,"$31,295,469",100%,2012.csv,2012
157,Joyful Noise,"$31,158,113","$30,932,113",99.3%,"$226,000",0.7%,2012.csv,2012
158,Premium Rush,"$31,083,599","$20,275,446",65.2%,"$10,808,153",34.8%,2012.csv,2012
159,Playing for Keeps,"$30,962,335","$13,103,272",42.3%,"$17,859,063",57.7%,2012.csv,2012
160,The Four,"$30,505,808",-,-,"$30,505,808",100%,2012.csv,2012
161,The Grand Heist,"$30,158,762",-,-,"$30,158,762",100%,2012.csv,2012
162,The Raven,"$29,699,345","$16,008,272",53.9%,"$13,691,073",46.1%,2012.csv,2012
163,Amour,"$29,652,180","$6,739,492",22.7%,"$22,912,688",77.3%,2012.csv,2012
164,All About My Wife,"$29,382,038",-,-,"$29,382,038",100%,2012.csv,2012
165,Rowdy Rathore,"$29,342,463","$777,373",2.6%,"$28,565,090",97.4%,2012.csv,2012
166,SPEC: Heaven,"$29,023,960",-,-,"$29,023,960",100%,2012.csv,2012
167,We Were There: True Love,"$28,876,929",-,-,"$28,876,929",100%,2012.csv,2012
168,Bol Bachchan,"$28,775,262","$1,216,258",4.2%,"$27,559,004",95.8%,2012.csv,2012
169,Deranged,"$28,444,173",-,-,"$28,444,173",100%,2012.csv,2012
170,The Master,"$28,258,060","$16,377,274",58%,"$11,880,786",42%,2012.csv,2012
171,Hitchcock,"$27,039,669","$6,008,677",22.2%,"$21,030,992",77.8%,2012.csv,2012
172,Dearest,"$26,723,916",-,-,"$26,723,916",100%,2012.csv,2012
173,Architecture 101,"$26,642,354",-,-,"$26,642,354",100%,2012.csv,2012
174,Dancing Queen,"$26,411,266",-,-,"$26,411,266",100%,2012.csv,2012
175,Lesson of the Evil,"$26,167,224",-,-,"$26,167,224",100%,2012.csv,2012
176,Agneepath,"$26,001,696","$1,986,748",7.6%,"$24,014,948",92.4%,2012.csv,2012
177,Rust and Bone,"$25,807,712","$2,062,027",8%,"$23,745,685",92%,2012.csv,2012
178,Head Over Heels 2,"$25,402,893",-,-,"$25,402,893",100%,2012.csv,2012
179,On the Other Side of the Tracks,"$25,109,572","$9,572",<0.1%,"$25,100,000",100%,2012.csv,2012
180,Herutâ sukerutâ,"$25,066,699",-,-,"$25,066,699",100%,2012.csv,2012
181,The Last Tycoon,"$25,009,914",-,-,"$25,009,914",100%,2012.csv,2012
182,Housefull 2,"$24,922,847","$1,791,780",7.2%,"$23,131,067",92.8%,2012.csv,2012
183,Big Miracle,"$24,719,215","$20,157,300",81.5%,"$4,561,915",18.5%,2012.csv,2012
184,Sparkle,"$24,637,800","$24,397,469",99%,"$240,331",1%,2012.csv,2012
185,The Players,"$24,629,152","$10,854",<0.1%,"$24,618,298",100%,2012.csv,2012
186,Liar Game: Reborn,"$24,549,726",-,-,"$24,549,726",100%,2012.csv,2012
187,I Want You,"$23,961,214",-,-,"$23,961,214",100%,2012.csv,2012
188,Türkisch für Anfänger,"$23,952,712",-,-,"$23,952,712",100%,2012.csv,2012
189,Wanderlust,"$23,812,816","$17,450,535",73.3%,"$6,362,281",26.7%,2012.csv,2012
190,"Little Brother, Big Trouble: A Christmas Adventure","$23,785,681",-,-,"$23,785,681",100%,2012.csv,2012
191,To the Arctic 3D,"$23,695,388","$14,560,838",61.5%,"$9,134,550",38.5%,2012.csv,2012
192,Hotaru the Movie: It's Only a Little Light in My Life,"$22,975,341",-,-,"$22,975,341",100%,2012.csv,2012
193,Kon-Tiki,"$22,842,887","$1,517,410",6.6%,"$21,325,477",93.4%,2012.csv,2012
194,Fall in Love Like a Star,"$22,640,355",-,-,"$22,640,355",100%,2012.csv,2012
195,Upside Down,"$22,187,813","$105,095",0.5%,"$22,082,718",99.5%,2012.csv,2012
196,Unbowed,"$22,132,903",-,-,"$22,132,903",100%,2012.csv,2012
197,Confession of Murder,"$21,701,525",-,-,"$21,701,525",100%,2012.csv,2012
198,StreetDance 2 2012 Re-release,"$21,638,853",-,-,"$21,638,853",100%,2012.csv,2012
199,2012 2012 Re-release,"$21,538,353",-,-,"$21,538,353",100%,2012.csv,2012
200,Beasts of the Southern Wild,"$21,107,746","$12,795,746",60.6%,"$8,312,000",39.4%,2012.csv,2012
1,Avengers: Endgame,"$2,797,501,328","$858,373,000",30.7%,"$1,939,128,328",69.3%,2019.csv,2019
2,The Lion King,"$1,656,943,394","$543,638,043",32.8%,"$1,113,305,351",67.2%,2019.csv,2019
3,Frozen II,"$1,450,026,933","$477,373,578",32.9%,"$972,653,355",67.1%,2019.csv,2019
4,Spider-Man: Far from Home,"$1,131,927,996","$390,532,085",34.5%,"$741,395,911",65.5%,2019.csv,2019
5,Captain Marvel,"$1,128,274,794","$426,829,839",37.8%,"$701,444,955",62.2%,2019.csv,2019
6,Joker,"$1,074,251,311","$335,451,311",31.2%,"$738,800,000",68.8%,2019.csv,2019
7,Star Wars: Episode IX - The Rise of Skywalker,"$1,074,144,248","$515,202,542",48%,"$558,941,706",52%,2019.csv,2019
8,Toy Story 4,"$1,073,394,593","$434,038,008",40.4%,"$639,356,585",59.6%,2019.csv,2019
9,Aladdin,"$1,050,693,953","$355,559,216",33.8%,"$695,134,737",66.2%,2019.csv,2019
10,Jumanji: The Next Level,"$800,059,707","$320,314,960",40%,"$479,744,747",60%,2019.csv,2019
11,Fast & Furious Presents: Hobbs & Shaw,"$759,056,935","$173,956,935",22.9%,"$585,100,000",77.1%,2019.csv,2019
12,Ne Zha,"$726,063,471","$3,695,533",0.5%,"$722,367,938",99.5%,2019.csv,2019
13,The Wandering Earth,"$699,856,699","$5,971,413",0.9%,"$693,885,286",99.1%,2019.csv,2019
14,How to Train Your Dragon: The Hidden World,"$521,799,505","$160,799,505",30.8%,"$361,000,000",69.2%,2019.csv,2019
15,Maleficent: Mistress of Evil,"$491,730,089","$113,929,605",23.2%,"$377,800,484",76.8%,2019.csv,2019
16,It Chapter Two,"$473,093,228","$211,593,228",44.7%,"$261,500,000",55.3%,2019.csv,2019
17,"My People, My Country","$450,064,993","$2,356,683",0.5%,"$447,708,310",99.5%,2019.csv,2019
18,Pokémon Detective Pikachu,"$433,005,346","$144,105,346",33.3%,"$288,900,000",66.7%,2019.csv,2019
19,The Secret Life of Pets 2,"$430,051,293","$158,874,395",36.9%,"$271,176,898",63.1%,2019.csv,2019
20,The Captain,"$417,282,021","$706,572",0.2%,"$416,575,449",99.8%,2019.csv,2019
21,Alita: Battle Angel,"$404,980,543","$85,838,210",21.2%,"$319,142,333",78.8%,2019.csv,2019
22,Godzilla: King of the Monsters,"$386,600,138","$110,500,138",28.6%,"$276,100,000",71.4%,2019.csv,2019
23,1917,"$384,919,389","$159,227,644",41.4%,"$225,691,745",58.6%,2019.csv,2019
24,Once Upon a Time... In Hollywood,"$374,375,059","$142,502,728",38.1%,"$231,872,331",61.9%,2019.csv,2019
25,Shazam!,"$365,971,656","$140,371,656",38.4%,"$225,600,000",61.6%,2019.csv,2019
26,Dumbo,"$353,284,621","$114,766,307",32.5%,"$238,518,314",67.5%,2019.csv,2019
27,Crazy Alien,"$327,598,891",-,-,"$327,598,891",100%,2019.csv,2019
28,John Wick: Chapter 3 - Parabellum,"$326,709,727","$171,015,687",52.3%,"$155,694,040",47.7%,2019.csv,2019
29,Knives Out,"$311,605,581","$165,363,234",53.1%,"$146,242,347",46.9%,2019.csv,2019
30,Terminator: Dark Fate,"$261,119,292","$62,253,077",23.8%,"$198,866,215",76.2%,2019.csv,2019
31,Parasite,"$258,632,621","$53,369,749",20.6%,"$205,262,872",79.4%,2019.csv,2019
32,Pegasus,"$255,863,112",-,-,"$255,863,112",100%,2019.csv,2019
33,Us,"$255,184,580","$175,084,580",68.6%,"$80,100,000",31.4%,2019.csv,2019
34,Men in Black: International,"$253,890,701","$80,001,807",31.5%,"$173,888,894",68.5%,2019.csv,2019
35,X-Men: Dark Phoenix,"$252,442,974","$65,845,974",26.1%,"$186,597,000",73.9%,2019.csv,2019
36,Glass,"$246,999,039","$111,048,468",45%,"$135,950,571",55%,2019.csv,2019
37,The Bravest,"$245,179,562","$290,217",0.1%,"$244,889,345",99.9%,2019.csv,2019
38,Annabelle Comes Home,"$231,252,591","$74,152,591",32.1%,"$157,100,000",67.9%,2019.csv,2019
39,Better Days,"$225,918,798","$1,921,657",0.9%,"$223,997,141",99.1%,2019.csv,2019
40,Ford v Ferrari,"$225,508,210","$117,624,357",52.2%,"$107,883,853",47.8%,2019.csv,2019
41,Little Women,"$216,601,214","$108,101,214",49.9%,"$108,500,000",50.1%,2019.csv,2019
42,The Addams Family,"$203,044,905","$100,044,905",49.3%,"$103,000,000",50.7%,2019.csv,2019
43,Rocketman,"$195,320,400","$96,368,160",49.3%,"$98,952,240",50.7%,2019.csv,2019
44,Weathering with You,"$193,932,489","$8,056,636",4.2%,"$185,875,853",95.8%,2019.csv,2019
45,Downton Abbey,"$193,795,496","$96,854,135",50%,"$96,941,361",50%,2019.csv,2019
46,The Lego Movie 2: The Second Part,"$192,306,508","$105,806,508",55%,"$86,500,000",45%,2019.csv,2019
47,Sheep Without a Shepherd,"$191,602,146",-,-,"$191,602,146",100%,2019.csv,2019
48,The White Storm 2: Drug Lords,"$189,396,380","$609,461",0.3%,"$188,786,919",99.7%,2019.csv,2019
49,Abominable,"$179,053,956","$60,716,390",33.9%,"$118,337,566",66.1%,2019.csv,2019
50,Ip Man 4: The Finale,"$176,345,966","$3,956,031",2.2%,"$172,389,935",97.8%,2019.csv,2019
51,Gemini Man,"$173,469,516","$48,546,770",28%,"$124,922,746",72%,2019.csv,2019
52,Spies in Disguise,"$171,616,764","$66,757,013",38.9%,"$104,859,751",61.1%,2019.csv,2019
53,Hustlers,"$157,563,598","$104,963,598",66.6%,"$52,600,000",33.4%,2019.csv,2019
54,The Climbers,"$156,892,866","$487,157",0.3%,"$156,405,709",99.7%,2019.csv,2019
55,Escape Room,"$155,712,077","$57,005,601",36.6%,"$98,706,476",63.4%,2019.csv,2019
56,Yesterday,"$154,608,507","$73,286,650",47.4%,"$81,321,857",52.6%,2019.csv,2019
57,The Angry Birds Movie 2,"$147,792,047","$41,667,116",28.2%,"$106,124,931",71.8%,2019.csv,2019
58,Angel Has Fallen,"$146,661,977","$69,030,436",47.1%,"$77,631,541",52.9%,2019.csv,2019
59,Ad Astra,"$127,461,872","$50,188,370",39.4%,"$77,273,502",60.6%,2019.csv,2019
60,Midway,"$127,420,861","$56,846,802",44.6%,"$70,574,059",55.4%,2019.csv,2019
61,The Upside,"$125,852,517","$108,252,517",86%,"$17,600,000",14%,2019.csv,2019
62,The Curse of La Llorona,"$123,133,739","$54,733,739",44.5%,"$68,400,000",55.5%,2019.csv,2019
63,Looking Up,"$122,994,583","$84,267",<0.1%,"$122,910,316",99.9%,2019.csv,2019
64,Zombieland: Double Tap,"$122,810,399","$73,123,082",59.5%,"$49,687,317",40.5%,2019.csv,2019
65,Last Christmas,"$121,550,750","$35,150,750",28.9%,"$86,400,000",71.1%,2019.csv,2019
66,Extreme Job,"$119,932,733","$1,565,885",1.3%,"$118,366,848",98.7%,2019.csv,2019
67,Dora and the Lost City of Gold,"$119,682,635","$60,477,943",50.5%,"$59,204,692",49.5%,2019.csv,2019
68,Wonder Park,"$119,559,110","$45,216,793",37.8%,"$74,342,317",62.2%,2019.csv,2019
69,P Storm,"$117,991,727","$326,711",0.3%,"$117,665,016",99.7%,2019.csv,2019
70,Detective Conan: The Fist of Blue Sapphire,"$115,570,314",-,-,"$115,570,314",100%,2019.csv,2019
71,The Gentlemen,"$115,171,795","$36,471,795",31.7%,"$78,700,000",68.3%,2019.csv,2019
72,Pet Sematary,"$113,118,226","$54,724,696",48.4%,"$58,393,530",51.6%,2019.csv,2019
73,Boonie Bears: Blast Into the Past,"$112,367,881",-,-,"$112,367,881",100%,2019.csv,2019
74,Good Boys,"$111,037,232","$83,140,306",74.9%,"$27,896,926",25.1%,2019.csv,2019
75,Scary Stories to Tell in the Dark,"$104,545,505","$68,947,075",65.9%,"$35,598,430",34.1%,2019.csv,2019
76,Line Walker 2: Invisible Spy,"$99,482,027","$296,751",0.3%,"$99,185,276",99.7%,2019.csv,2019
77,The New King of Comedy,"$95,618,308",-,-,"$95,618,308",100%,2019.csv,2019
78,The Hustle,"$95,017,038","$35,417,038",37.3%,"$59,600,000",62.7%,2019.csv,2019
79,Adoring,"$94,975,692",-,-,"$94,975,692",100%,2019.csv,2019
80,Crawl,"$91,542,097","$39,014,193",42.6%,"$52,527,904",57.4%,2019.csv,2019
81,Five Feet Apart,"$91,522,094","$45,729,221",50%,"$45,792,873",50%,2019.csv,2019
82,Rambo: Last Blood,"$91,490,353","$44,819,352",49%,"$46,671,001",51%,2019.csv,2019
83,Jojo Rabbit,"$90,335,025","$33,370,906",36.9%,"$56,964,119",63.1%,2019.csv,2019
84,One Piece: Stampede,"$81,562,741","$1,298,528",1.6%,"$80,264,213",98.4%,2019.csv,2019
85,A Dog's Way Home,"$80,708,134","$42,004,346",52%,"$38,703,788",48%,2019.csv,2019
86,Cold Pursuit,"$76,419,755","$32,138,862",42.1%,"$44,280,893",57.9%,2019.csv,2019
87,A Dog's Journey,"$75,741,734","$22,782,371",30.1%,"$52,959,363",69.9%,2019.csv,2019
88,A Madea Family Funeral,"$74,747,725","$73,257,045",98%,"$1,490,680",2%,2019.csv,2019
89,Cats,"$73,833,348","$27,166,770",36.8%,"$46,666,578",63.2%,2019.csv,2019
90,Charlie's Angels,"$73,279,888","$17,803,077",24.3%,"$55,476,811",75.7%,2019.csv,2019
91,Serial (Bad) Weddings 2,"$72,488,125",-,-,"$72,488,125",100%,2019.csv,2019
92,Doctor Sleep,"$72,381,712","$31,581,712",43.6%,"$40,800,000",56.4%,2019.csv,2019
93,What Men Want,"$72,216,294","$54,611,903",75.6%,"$17,604,391",24.4%,2019.csv,2019
94,After,"$69,518,232","$12,138,565",17.5%,"$57,379,667",82.5%,2019.csv,2019
95,Exit,"$69,501,772","$470,699",0.7%,"$69,031,073",99.3%,2019.csv,2019
96,Playing with Fire,"$69,412,425","$44,451,847",64%,"$24,960,578",36%,2019.csv,2019
97,A Beautiful Day in the Neighborhood,"$67,925,733","$61,704,055",90.8%,"$6,221,678",9.2%,2019.csv,2019
98,War,"$67,179,155","$4,654,000",6.9%,"$62,525,155",93.1%,2019.csv,2019
99,Eiga Doraemon: Nobita no getsumen tansaki,"$65,406,606",-,-,"$65,406,606",100%,2019.csv,2019
100,Happy Death Day 2U,"$64,600,152","$28,148,130",43.6%,"$36,452,022",56.4%,2019.csv,2019
101,White Snake,"$61,631,776","$34,730",<0.1%,"$61,597,046",99.9%,2019.csv,2019
102,Bombshell,"$61,404,394","$31,762,808",51.7%,"$29,641,586",48.3%,2019.csv,2019
103,Ashfall,"$61,354,854","$372,562",0.6%,"$60,982,292",99.4%,2019.csv,2019
104,Ma,"$61,105,672","$45,896,028",75.1%,"$15,209,644",24.9%,2019.csv,2019
105,My Best Summer,"$60,011,073",-,-,"$60,011,073",100%,2019.csv,2019
106,Ready or Not,"$57,615,777","$28,714,231",49.8%,"$28,901,546",50.2%,2019.csv,2019
107,Jade Dynasty,"$57,149,764",-,-,"$57,149,764",100%,2019.csv,2019
108,Das perfekte Geheimnis,"$56,573,047",-,-,"$56,573,047",100%,2019.csv,2019
109,The Big Shot,"$56,040,681",-,-,"$56,040,681",100%,2019.csv,2019
110,Hellboy,"$55,064,690","$21,903,748",39.8%,"$33,160,942",60.2%,2019.csv,2019
111,Long Shot,"$53,873,809","$30,316,271",56.3%,"$23,557,538",43.7%,2019.csv,2019
112,Kingdom,"$50,574,061",-,-,"$50,574,061",100%,2019.csv,2019
113,Breakthrough,"$50,444,358","$40,713,082",80.7%,"$9,731,276",19.3%,2019.csv,2019
114,Just Mercy,"$50,401,502","$36,001,502",71.4%,"$14,400,000",28.6%,2019.csv,2019
115,Uncut Gems,"$50,023,780","$50,023,780",100%,-,-,2019.csv,2019
116,21 Bridges,"$49,939,757","$28,539,757",57.1%,"$21,400,000",42.9%,2019.csv,2019
117,Song of Youth,"$49,615,508",-,-,"$49,615,508",100%,2019.csv,2019
118,The Grudge,"$49,511,319","$21,221,803",42.9%,"$28,289,516",57.1%,2019.csv,2019
119,Little,"$48,987,096","$40,860,481",83.4%,"$8,126,615",16.6%,2019.csv,2019
120,Isn't It Romantic,"$48,791,187","$48,791,187",100%,-,-,2019.csv,2019
121,The Legend of Hei,"$48,507,082",-,-,"$48,507,082",100%,2019.csv,2019
122,Countdown,"$48,021,766","$25,621,766",53.4%,"$22,400,000",46.6%,2019.csv,2019
123,Midsommar,"$47,863,365","$27,426,361",57.3%,"$20,437,004",42.7%,2019.csv,2019
124,Queen & Slim,"$47,860,909","$43,808,310",91.5%,"$4,052,599",8.5%,2019.csv,2019
125,47 Meters Down: Uncaged,"$47,582,563","$22,260,900",46.8%,"$25,321,663",53.2%,2019.csv,2019
126,Chasing the Dragon II: Wild Wild Bunch,"$45,733,356","$196,634",0.4%,"$45,536,722",99.6%,2019.csv,2019
127,Judy,"$45,701,880","$24,313,888",53.2%,"$21,387,992",46.8%,2019.csv,2019
128,Child's Play,"$44,907,074","$29,208,403",65%,"$15,698,671",35%,2019.csv,2019
129,Son of a Rich,"$43,833,888",-,-,"$43,833,888",100%,2019.csv,2019
130,Richard Jewell,"$43,745,542","$22,345,542",51.1%,"$21,400,000",48.9%,2019.csv,2019
131,Harriet,"$43,347,017","$43,082,155",99.4%,"$264,862",0.6%,2019.csv,2019
132,A Shaun the Sheep Movie: Farmageddon,"$43,100,248",-,-,"$43,100,248",100%,2019.csv,2019
133,Fighting with My Family,"$40,812,363","$22,958,886",56.3%,"$17,853,477",43.7%,2019.csv,2019
134,Masquerade Hotel,"$40,396,244",-,-,"$40,396,244",100%,2019.csv,2019
135,The Last Wish,"$39,756,292",-,-,"$39,756,292",100%,2019.csv,2019
136,Uri: The Surgical Strike,"$39,346,577","$4,186,168",10.6%,"$35,160,409",89.4%,2019.csv,2019
137,Overcomer,"$38,026,103","$34,746,945",91.4%,"$3,279,158",8.6%,2019.csv,2019
